a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,Class
-731.6,62.56,24.08,20.42,12.14,6.48,6.9,2.54,0.22,1.45,3.9,3.67,-0.21,2.75,3.68,2.67,0.08,3.32,-0.78,3.39,-2.54,0.83,-0.45,0.38,-2.83,1.49,-1.91,1.85,-2.35,0.88,0.41,1.36,0.4,0.98,-1.55,-0.41,-1.39,-0.6,-2.16,-0.09,01
-684.04,59.89,-1.21,10.95,1.18,-4.21,-1.98,-9.0,-10.88,-3.71,-7.4,-2.84,-8.78,-2.76,-0.98,-8.46,-8.43,-2.63,-3.85,-4.93,-5.23,-4.51,-7.67,-3.28,-3.51,-0.13,0.13,3.29,-0.04,3.86,0.04,3.44,2.49,5.74,4.33,4.46,3.72,2.32,-0.45,-1.84,01
-734.98,65.46,2.85,11.34,9.88,1.99,-1.35,-1.69,-4.69,1.26,1.75,-0.99,4.18,0.87,-2.35,3.06,-3.98,-0.64,1.42,0.8,-1.86,0.63,-1.91,-0.8,-1.79,0.73,-0.16,0.7,0.44,0.21,0.11,-1.6,-0.4,0.85,-0.21,1.2,-1.2,-0.91,-2.52,0.07,01
-762.11,42.62,5.97,10.69,-6.25,-5.52,-4.31,-7.82,-4.59,-3.01,-2.11,-4.79,-3.21,-1.63,-4.97,-1.95,-3.4,-2.88,-3.82,0.53,-0.45,2.47,0.57,2.96,-1.76,0.13,-1.7,1.26,-0.91,0.58,-1.57,-0.46,-1.15,1.15,0.6,2.75,3.01,3.48,1.26,1.84,01
-636.31,69.17,-2.71,12.74,10.26,-1.74,0.83,-1.41,-4.04,-0.93,-1.81,0.75,-1.19,1.59,-0.14,0.99,0.72,-1.72,2.36,2.39,-2.55,2.23,-2.19,0.48,-2.87,1.35,-1.92,0.59,-1.21,1.96,-0.19,0.6,-0.4,0.36,-1.23,1.29,-0.98,1.8,-0.37,0.97,01
-661.57,58.19,5.41,9.66,-1.29,-7.48,-9.1,-5.67,-6.8,-1.98,-8.94,-2.41,-3.68,-5.13,-3.07,-6.03,-3.23,-3.3,-5.46,-3.18,-5.85,-2.99,-5.55,-2.99,-4.81,-3.19,-4.59,-1.68,-3.19,0.9,0.35,0.37,-0.59,0.42,-1.12,1.11,1.35,2.89,1.67,2.5,01
-643.83,74.38,9.61,19.57,17.02,7.77,9.73,-5.03,-4.46,6.97,-1.24,1.09,5.14,2.76,2.19,0.95,-1.02,-0.53,-0.15,3.5,-2.76,2.47,-2.67,0.27,-2.61,3.06,-1.91,0.04,-3.55,0.34,-1.4,0.38,0.17,0.46,-1.88,-0.86,-1.87,-0.9,-2.21,-1.57,01
-751.5,54.9,5.69,10.45,-0.04,-4.94,-2.31,-13.5,-7.4,-1.2,-1.61,-5.12,-6.08,2.86,-4.59,-5.92,-4.76,-1.95,-4.43,-5.67,-3.05,-1.53,-6.87,-1.44,-3.55,-3.61,-4.42,-0.52,-3.97,-0.93,-3.5,-1.04,-4.11,-1.05,-1.86,1.79,3.35,8.23,9.84,11.24,01
-721.08,77.46,11.89,18.84,7.26,8.26,3.61,-2.07,-6.15,1.37,1.89,-1.75,6.26,3.48,-4.36,7.78,-1.18,-0.08,3.23,2.63,-5.09,1.02,-1.98,-0.97,0.06,1.69,-0.38,3.17,0.81,1.7,2.0,-0.04,-1.29,2.18,-1.6,1.94,-1.65,-1.98,-2.8,-0.32,01
-716.6,35.97,-6.44,8.37,-6.57,-6.55,-7.48,-11.14,-5.29,-4.27,-2.57,-6.24,-4.7,-2.0,-6.71,-4.88,-4.52,-2.77,-4.45,-3.07,-3.91,-1.51,-3.48,2.43,0.51,1.83,0.55,0.65,-0.59,1.9,1.43,3.54,1.43,2.87,1.66,3.93,1.45,2.02,-1.98,-0.38,01
-593.69,66.02,3.54,13.3,8.73,-5.7,3.17,-3.92,-9.19,-0.03,-0.88,-3.75,-1.04,2.08,-2.53,-1.68,-3.11,-0.23,-1.05,-0.65,-3.32,0.31,-4.43,-3.51,-2.86,-1.62,-4.23,-0.56,-1.88,-0.19,-1.76,-1.23,-2.86,-0.63,-1.95,-0.23,-3.19,-1.6,-2.17,-1.88,01
-701.25,54.47,2.15,5.58,4.71,-2.34,-4.32,-6.3,-11.02,-2.72,-2.21,-5.27,0.28,-1.32,-0.04,-7.71,-2.24,-2.14,-4.67,-3.85,-6.3,-3.17,-4.26,-1.6,-5.27,-1.92,-5.18,-0.73,-0.61,4.07,0.98,2.74,-1.06,1.68,1.18,4.78,5.41,6.84,1.82,4.67,01
-644.65,62.08,-4.61,9.16,11.74,-5.72,-4.2,-4.01,-9.68,-5.52,0.34,-4.67,-1.82,-1.16,-3.99,2.87,-5.83,-2.39,-2.86,-1.77,-4.81,-1.61,-4.85,-1.71,-4.33,0.27,-4.42,-1.19,-2.57,-1.32,-2.94,-0.91,-3.58,-0.86,-3.51,0.73,-1.22,0.62,-1.21,0.89,01
-687.11,43.6,-7.82,1.42,-8.44,-7.32,-11.63,-12.24,-8.91,-6.34,-8.93,-2.94,-6.47,-5.01,-3.23,-6.02,-4.69,-4.4,-6.38,-4.14,-5.26,-4.03,-4.15,-2.42,-2.55,0.59,0.31,2.28,1.48,4.32,4.07,6.85,6.81,6.3,4.07,2.32,0.32,1.06,-0.35,0.05,01
-693.07,55.73,-1.92,16.41,8.45,0.22,-1.74,-4.93,-11.98,-0.99,0.49,-2.3,0.68,-2.94,-0.45,0.73,-4.82,-0.68,-2.23,0.83,-5.74,-0.6,-2.26,-4.47,-0.88,-1.42,-5.03,1.5,-2.51,0.36,-1.64,-2.51,-2.3,-2.31,-3.16,-0.68,-1.41,-2.98,-3.31,-2.22,01
-646.17,49.43,-11.09,11.79,-6.11,-2.78,-5.58,-7.03,-3.07,-1.67,-3.57,-2.05,-5.78,0.06,-6.36,-2.88,-2.55,-0.71,-2.06,-0.22,-0.89,-1.37,-1.99,0.13,-1.59,-2.84,-1.95,-1.01,2.06,2.15,0.49,3.87,3.03,3.81,1.45,3.6,-0.62,2.07,-0.65,-0.1,01
-618.7,67.56,4.94,17.36,10.4,2.02,-8.08,-3.22,0.41,-4.07,0.1,0.74,-0.84,2.7,-3.9,4.06,-0.88,0.73,1.47,-1.1,-0.72,-0.6,-1.71,-0.87,-1.7,2.05,0.01,2.86,1.17,1.98,0.77,1.29,0.32,2.51,1.34,2.18,0.67,1.69,0.64,1.78,01
-699.25,44.36,-7.82,6.51,-8.4,-7.25,-8.86,-14.43,-11.23,-4.98,-4.73,-7.78,-5.7,-0.67,-8.19,-4.48,-6.03,-5.0,-5.21,2.2,-2.42,2.28,-3.06,-1.07,-3.39,-1.2,0.2,4.95,2.4,2.39,-0.28,2.86,1.56,0.41,-1.81,-0.54,0.6,0.41,1.77,4.88,01
-731.27,71.54,4.31,19.8,11.56,3.49,2.71,-3.05,1.34,4.54,3.8,3.21,-0.06,1.55,3.05,3.4,-2.13,2.75,1.26,3.34,-2.45,1.94,-1.67,0.85,-1.06,0.02,-1.48,2.04,0.1,-0.43,-0.18,2.1,-0.08,1.12,-0.86,3.38,0.52,-0.55,-3.75,0.16,01
-697.29,53.18,-18.83,13.75,-0.52,-12.35,-10.02,-9.37,-4.02,2.19,-5.48,-0.3,-6.71,-1.38,-6.33,-2.9,-5.45,-4.55,-5.16,-5.59,-1.44,0.83,-2.94,3.07,-2.87,2.31,0.64,6.65,4.74,8.8,3.0,7.17,4.29,9.43,7.17,8.44,2.02,0.9,2.21,7.75,01
-647.59,75.25,7.05,19.31,10.22,-1.61,-6.54,-7.68,3.2,-2.58,-3.04,1.79,4.02,-5.26,1.57,1.69,-4.66,4.94,-2.33,-0.19,-5.14,0.04,-3.83,-1.74,-3.43,3.25,-3.43,3.84,-3.6,0.17,-3.84,2.01,-0.75,0.71,-2.32,-2.4,-5.43,-2.26,-1.56,1.38,01
-681.31,68.09,7.25,22.41,6.53,1.32,5.58,-7.08,0.97,-1.37,0.79,-1.8,-0.45,2.22,-2.82,-1.14,-1.13,3.89,0.75,2.21,-0.07,0.4,-1.29,2.41,-1.0,1.02,0.57,2.34,3.33,4.34,2.92,2.62,2.2,4.91,4.76,7.7,4.83,6.51,2.22,5.52,01
-774.74,78.35,13.86,21.51,12.89,5.24,0.87,-1.16,4.85,2.98,-6.12,6.97,1.96,-0.48,2.66,-0.7,0.33,2.6,-6.39,4.2,-1.09,-0.78,-3.42,-0.31,-3.09,-0.61,-1.45,-1.51,-2.65,-0.54,-3.58,-0.25,-2.47,-0.68,-2.54,-0.03,-3.14,-0.45,-4.6,-1.63,01
-549.69,56.63,1.52,9.87,-0.92,-7.65,-10.46,-12.1,-5.49,-0.05,-5.32,-3.25,0.53,-4.71,-1.9,2.78,-1.57,-2.35,1.01,-6.68,-3.1,-0.9,-4.81,0.83,-7.74,4.58,-5.21,6.04,2.52,3.59,1.29,0.92,3.91,4.32,6.8,7.17,4.29,2.7,1.0,2.59,01
-697.29,62.53,21.01,16.96,10.72,6.78,6.75,1.71,-2.16,1.27,3.4,1.67,-1.47,2.27,2.69,3.25,0.6,1.63,-1.38,1.02,-4.08,1.57,0.06,0.71,-3.25,1.91,-3.47,2.1,-2.41,0.3,-1.06,-0.25,-0.61,0.37,-2.22,-0.59,-2.21,-1.38,-2.74,-1.52,01
-689.75,57.35,-1.99,11.56,2.42,-3.13,-2.03,-7.87,-9.2,0.2,-6.82,-3.84,-6.83,-1.97,-0.2,-5.84,-7.22,-0.94,-4.06,-3.66,-2.76,-2.01,-5.27,-1.65,-2.6,0.08,0.78,3.33,-0.88,2.7,-2.13,2.48,1.51,6.47,5.42,6.55,5.23,5.71,3.36,1.47,01
-726.16,66.16,4.48,10.55,8.35,3.47,-2.16,-2.87,-4.07,2.25,1.63,-1.08,5.05,1.67,-1.71,2.41,-4.61,1.3,0.94,0.89,-1.46,0.06,-1.3,0.53,-1.36,1.96,-0.25,0.72,1.01,1.16,-0.3,-0.26,-0.16,0.59,0.44,1.25,-0.63,-0.39,-2.57,-0.49,01
-755.7,43.13,4.97,11.46,-5.8,-3.24,-6.09,-6.99,-2.16,-2.35,-2.97,-5.54,-2.73,-1.63,-3.08,-2.38,-2.18,-2.39,-4.19,-0.41,-2.4,-0.59,-1.45,2.18,-2.96,1.07,-1.84,0.3,-0.54,1.71,0.49,2.44,2.07,4.83,4.63,4.15,1.79,1.56,0.78,1.47,01
-654.22,71.05,0.3,16.99,10.81,-0.5,4.45,2.39,-1.82,0.44,0.62,2.85,0.61,2.97,1.94,1.66,1.12,-0.5,2.51,2.03,-1.84,2.61,-2.04,1.4,-2.42,1.01,-1.67,1.36,-0.46,1.75,1.17,0.66,0.1,1.1,-0.95,1.38,-0.84,1.34,-1.41,-0.04,01
-670.09,58.4,4.69,11.33,-0.98,-8.25,-9.17,-5.15,-5.47,-1.64,-8.36,-2.63,-3.3,-5.15,-3.34,-5.75,-2.39,-3.15,-5.73,-1.44,-5.5,-3.62,-5.0,-2.97,-5.32,-3.12,-3.2,-0.22,-2.02,1.27,-0.77,0.32,-2.83,-0.98,-0.66,3.63,2.63,2.93,1.24,1.84,01
-646.5,68.43,6.16,18.33,13.93,5.2,10.16,-0.54,-3.66,4.86,1.38,0.56,5.6,2.65,0.34,1.14,-0.67,-1.34,-0.52,2.08,-2.28,1.3,-1.72,1.67,-0.98,0.69,-1.87,1.87,-3.51,0.42,-0.78,0.67,-0.73,0.82,-2.02,0.31,-0.49,-0.23,-1.1,-0.86,01
-742.07,56.6,5.74,8.17,-0.38,-4.1,-2.07,-13.62,-5.68,-2.28,-2.21,-5.25,-7.06,2.13,-3.27,-7.27,-4.37,-2.07,-3.71,-5.48,-4.4,-2.88,-8.34,-2.67,-4.22,-3.49,-4.43,-0.88,-4.68,-0.38,-4.51,-1.58,-3.35,0.27,-1.24,2.92,2.94,5.85,5.77,7.63,01
-715.9,78.7,11.73,21.88,8.06,9.53,0.52,-5.85,-9.32,1.74,1.83,-1.08,5.01,3.37,-1.91,6.29,-1.01,-1.44,3.75,5.06,-4.28,0.22,-2.74,-1.43,-0.1,1.06,-0.45,2.6,0.96,2.19,1.81,-1.34,-1.71,2.5,0.1,2.59,-1.57,-0.03,-0.88,0.8,01
-706.43,35.5,-8.16,9.85,-7.18,-8.94,-6.92,-11.71,-5.99,-3.61,-5.47,-4.44,-6.21,-0.12,-7.74,-4.66,-4.2,-3.22,-2.57,-1.92,0.39,1.17,-2.58,1.17,-2.14,2.25,3.75,5.09,2.03,3.33,-0.81,1.04,-1.14,1.0,0.2,1.32,-1.1,-0.85,-2.68,0.62,01
-598.35,70.24,8.88,16.95,8.63,-2.79,3.89,-4.68,-8.02,1.05,0.57,-2.05,-0.01,3.23,-1.22,-0.17,-1.93,0.82,0.33,-0.58,-2.66,0.51,-2.96,-2.49,-2.37,-0.9,-3.11,-0.37,-0.89,1.61,-1.59,-0.56,-2.69,-0.37,-1.81,-0.29,-2.82,-1.99,-2.75,-1.16,01
-668.99,42.11,-1.43,3.19,5.36,-4.97,-9.07,-7.4,-10.31,-1.02,-2.78,-6.18,-2.68,-1.52,-0.02,-6.3,-1.81,-3.66,-4.07,-3.83,-5.55,-2.35,-5.67,-2.25,-4.74,-1.48,-1.9,2.29,0.72,3.97,0.49,1.68,0.46,3.39,3.37,3.94,0.52,3.44,0.52,5.05,01
-618.3,60.4,-6.25,9.94,15.27,-5.37,0.07,-0.8,-8.83,-3.22,2.48,-2.35,-0.72,0.37,-3.73,3.12,-3.75,-2.12,-1.92,-0.35,-3.5,0.45,-3.95,-0.26,-3.32,1.17,-3.06,0.11,-1.45,-0.21,-2.56,-0.44,-2.99,-0.58,-3.18,-0.16,-1.76,0.14,-0.06,1.8,01
-687.62,41.89,-12.93,2.18,-8.68,-9.39,-10.73,-12.71,-8.54,-5.36,-10.24,-2.97,-5.96,-6.52,-3.3,-5.47,-5.66,-4.22,-4.93,-4.23,-4.63,-4.05,-3.68,-2.37,-2.77,0.28,-0.79,1.7,1.18,3.55,3.92,6.72,5.63,6.49,2.46,2.69,0.4,0.54,-0.27,-0.06,01
-691.77,58.35,-0.17,13.95,5.05,1.49,-2.4,-5.06,-10.64,-3.34,0.26,-2.53,1.55,-3.13,-2.29,1.18,-5.22,-2.83,-0.17,0.33,-5.58,-0.8,-2.18,-3.14,-1.52,-0.14,-4.37,-0.14,-2.35,-0.14,-1.96,-2.0,-2.53,-1.79,-2.87,-1.88,-1.19,-2.65,-3.58,-2.18,01
-622.74,51.63,-10.73,5.08,-5.11,-2.91,-6.02,-9.09,-5.54,-1.7,-5.33,-2.59,-6.7,1.87,-6.54,-2.88,-3.47,-3.24,-1.46,0.18,-0.45,-0.36,-0.81,-0.13,0.05,-0.74,1.9,3.14,1.95,3.06,-0.32,3.06,0.92,1.87,1.4,4.45,-1.3,0.66,-1.16,1.33,01
-626.98,60.04,-0.65,13.09,5.54,-0.06,-13.72,-5.58,-4.81,-7.7,-0.46,-3.7,-4.51,0.71,-6.26,-1.37,-4.05,-3.76,-2.88,-3.9,-6.42,-2.35,-4.41,-4.31,-5.16,0.31,-4.6,-0.57,-2.6,-1.48,-3.32,-2.88,-3.56,-1.26,-2.94,-3.19,-3.96,-3.25,-2.91,0.78,01
-719.53,46.84,-7.05,2.38,-6.28,-4.23,-10.04,-14.34,-9.16,-5.74,-5.81,-9.01,-6.26,-1.6,-8.74,-4.59,-4.44,-3.94,-6.12,0.64,-3.34,0.25,-4.43,-0.93,-0.94,-0.09,-0.62,2.38,-0.62,1.62,-0.57,2.9,2.16,3.07,2.02,3.68,3.03,2.57,3.66,3.23,01
-687.59,65.28,2.64,17.66,8.34,-0.06,2.18,-5.51,-6.69,3.39,1.74,1.91,-0.74,0.27,0.88,2.63,-3.32,0.25,1.69,1.72,-3.59,1.6,-3.49,-0.81,-1.26,2.0,-0.68,0.39,-0.68,2.17,0.12,0.35,-1.28,0.79,0.16,2.78,-1.45,-1.48,-4.32,0.31,01
-704.42,51.1,-11.47,9.69,0.05,-8.55,-11.27,-9.12,-6.25,1.91,-6.97,-0.91,-4.31,-3.91,-4.82,-2.84,-3.37,-3.39,-3.98,-3.99,-0.61,-2.23,-3.59,2.07,-0.52,3.22,4.09,7.35,3.84,5.46,1.65,8.04,8.46,10.55,6.28,6.28,0.65,2.41,3.55,6.65,01
-648.29,65.11,7.27,12.82,10.26,-1.92,-9.31,-11.0,-1.83,-5.15,-5.67,-2.58,0.33,-6.19,-3.7,0.12,-7.95,0.06,-4.02,-4.29,-6.23,-1.6,-5.69,-3.22,-5.21,1.45,-4.72,0.81,-6.58,-2.43,-5.79,-1.31,-2.65,-1.05,-4.09,-3.33,-4.0,-2.99,-1.54,-0.31,01
-683.75,64.04,11.4,20.69,6.46,2.74,2.65,-8.7,-1.45,-2.57,-0.28,-2.94,0.4,0.17,-3.51,0.02,-1.35,4.18,-0.22,0.88,-1.2,0.99,-1.74,3.78,-1.71,0.94,-0.74,0.35,-0.6,2.69,3.25,7.18,6.04,8.21,5.3,5.18,1.45,3.99,2.72,5.9,01
-764.09,66.74,15.64,20.96,12.47,7.25,-0.45,-3.9,-0.84,2.23,-5.97,2.7,-0.36,-0.11,0.19,1.66,-0.53,1.91,-3.59,3.61,-1.66,-1.22,-4.43,0.24,-3.32,-1.19,-2.73,-1.11,-2.49,-0.32,-3.7,-0.26,-3.51,-0.58,-1.86,0.37,-2.33,-0.75,-3.97,-0.83,01
-541.44,51.8,-2.37,4.33,3.75,-7.31,-11.89,-16.43,-5.87,1.25,-7.22,-4.53,-1.13,-3.51,0.8,-1.73,-3.29,-3.08,-0.09,-8.07,-5.3,-1.7,-6.33,3.96,-0.27,7.2,1.44,10.32,5.3,8.63,7.05,6.0,4.02,1.19,0.76,1.38,1.31,2.71,-0.64,1.47,01
-699.73,57.51,22.25,20.97,10.58,6.08,4.78,1.18,-2.13,1.8,2.5,-0.28,-0.89,0.69,1.33,4.47,-0.82,0.19,-0.23,0.33,-3.62,0.52,-0.45,0.29,-2.54,1.35,-2.42,1.67,-1.11,1.24,-0.37,1.09,-0.9,0.82,-1.74,-0.75,-1.97,0.16,-2.33,-0.11,01
-664.76,57.35,-0.18,8.37,5.97,-3.75,-6.51,-12.25,-9.92,0.52,-7.74,-2.35,-8.71,-2.84,-0.68,-8.6,-8.61,-1.53,-5.77,-5.22,-4.98,-3.64,-6.19,-2.72,-3.96,0.89,-1.11,2.59,-0.88,6.5,3.25,7.62,4.4,5.4,1.66,2.77,2.63,8.34,6.12,4.05,01
-719.64,59.47,2.25,9.17,9.6,4.18,-2.76,-5.25,-5.27,1.77,2.73,-2.05,5.12,1.33,-1.89,5.21,-4.62,0.7,3.05,-0.02,-2.32,1.18,-2.12,0.22,-1.36,1.02,0.29,1.18,0.17,0.79,-0.02,-0.71,0.34,0.72,-0.67,1.61,-1.67,-0.54,-2.99,-1.26,01
-733.26,40.4,2.56,8.56,-6.26,-2.06,-8.0,-8.8,-3.54,-2.45,-3.91,-5.27,-3.18,-2.97,-5.25,-2.47,-3.27,-2.98,-4.21,0.3,-0.68,1.37,0.96,3.12,-3.51,0.54,-1.93,2.87,4.4,6.23,3.64,2.37,-0.6,0.96,0.61,1.72,0.07,1.45,-1.07,-0.82,01
-637.66,75.08,2.31,14.22,12.44,2.39,3.03,1.35,-2.06,-0.47,0.23,3.82,1.07,2.72,2.35,1.42,-0.18,-0.09,2.36,0.92,-1.82,1.84,-3.09,0.34,-3.41,1.07,-2.5,1.29,-1.0,0.96,-0.54,0.46,-0.05,0.49,-0.66,1.71,-0.77,1.76,-0.84,1.17,01
-633.42,52.26,3.19,8.93,0.11,-10.49,-14.92,-6.37,-6.52,0.39,-8.86,-2.2,-3.55,-6.64,-1.27,-5.33,-4.17,-2.81,-8.24,-2.26,-5.09,-4.14,-3.86,-2.24,-4.53,-0.71,-0.9,0.85,0.77,1.16,-0.2,2.79,0.63,2.92,-0.03,1.4,-0.17,1.49,0.81,1.88,01
-635.34,71.12,7.91,17.5,12.7,5.71,10.45,-4.16,-7.15,5.11,-1.81,-0.3,5.63,0.49,-0.07,2.06,-1.08,-1.43,-1.55,2.32,-2.73,0.71,-1.26,0.68,-2.1,1.83,-2.93,0.1,-4.31,0.27,-1.06,0.27,-0.51,-0.74,-2.72,-1.52,-1.44,-0.83,-1.9,-0.94,01
-760.27,48.14,12.16,6.89,-3.96,-2.83,1.01,-12.5,-7.56,-1.53,-3.47,-2.6,-6.99,0.19,-1.82,-5.9,-4.76,-1.97,-4.74,-6.49,-5.48,-2.61,-8.13,-2.43,-3.77,-4.06,-3.52,-0.39,-5.68,-1.83,-5.13,-0.79,0.15,6.0,5.28,7.28,3.93,2.87,1.04,1.82,01
-719.99,69.01,11.67,24.64,10.3,11.52,2.49,-2.36,-8.51,4.68,2.91,-2.6,4.92,2.16,-2.41,7.87,0.22,-0.67,4.67,2.76,-4.15,1.75,-2.01,-2.15,-0.58,0.89,-1.15,1.73,-1.14,0.5,1.23,-0.8,-0.87,2.08,-1.04,1.8,-1.3,-1.34,-2.44,-0.07,01
-727.63,40.41,-2.08,7.68,-5.05,-5.89,-7.1,-10.65,-4.56,-3.44,-4.47,-5.25,-4.79,0.04,-7.15,-3.54,-3.84,-2.62,-3.71,-2.78,-1.09,-1.44,-2.36,2.59,1.37,3.13,2.4,4.37,1.28,3.02,1.17,3.2,0.55,1.59,-0.42,0.25,-0.94,0.67,-0.35,1.52,01
-608.89,69.64,3.55,13.89,8.2,-2.23,2.01,-6.41,-10.41,-0.44,0.11,-2.8,-3.4,1.99,-1.48,-0.41,-0.72,1.21,-1.09,-1.23,-4.43,0.75,-4.04,-3.81,-2.73,-0.02,-3.66,-0.77,-1.1,0.93,-1.58,-1.34,-2.15,-0.07,-0.77,-0.05,-3.42,-1.78,-3.21,-1.27,01
-688.15,52.83,1.18,1.35,3.86,-1.31,-8.77,-10.29,-10.08,0.15,-2.28,-7.83,-2.14,-0.68,-0.01,-6.74,-1.0,-3.0,-4.95,-3.82,-4.54,-3.02,-5.29,-1.05,-3.61,-1.1,-1.81,2.58,0.86,4.34,2.13,2.97,0.86,5.29,3.0,3.94,1.2,2.59,-0.51,4.56,01
-629.26,53.93,-8.43,5.92,11.69,-8.13,-1.97,-4.05,-10.99,-5.0,0.06,-3.81,-2.96,-0.46,-5.62,1.5,-6.6,-3.62,-3.06,-2.27,-6.84,-0.45,-4.87,-1.59,-4.97,-1.01,-3.97,-1.03,-2.04,-1.16,-4.36,-2.27,-4.26,-2.88,-3.99,0.28,-1.93,0.74,-1.36,1.11,01
-682.57,44.49,-7.43,4.36,-8.99,-4.89,-12.32,-11.55,-6.55,-5.1,-7.19,-0.21,-7.29,-4.25,-2.18,-6.54,-3.23,-4.39,-5.15,-3.76,-3.33,-1.81,-0.81,1.51,-0.47,2.05,-0.92,4.73,4.59,8.03,5.45,3.84,0.79,1.65,1.7,2.97,-0.82,-3.28,-3.72,-0.34,01
-685.24,56.24,2.45,13.57,6.7,3.34,-1.9,-6.67,-10.67,-2.95,0.9,-1.2,0.25,-2.46,-1.43,2.13,-4.65,-1.76,-0.36,-0.37,-5.06,-1.64,-1.56,-2.45,-2.28,-0.78,-4.36,0.17,-2.34,0.65,-2.58,-2.01,-3.01,-2.65,-3.36,-1.36,-1.06,-2.37,-3.52,-3.31,01
-638.21,46.86,-10.21,5.25,-6.74,-4.73,-6.61,-10.28,-6.41,-2.91,-5.98,-2.96,-8.82,-0.11,-7.73,-2.88,-3.29,-4.32,-1.58,-0.63,-0.61,-1.64,-2.05,-0.67,-1.49,-0.51,2.05,3.12,2.86,4.82,1.64,3.57,-0.55,0.44,0.56,5.61,0.6,2.6,-0.89,0.43,01
