energy,Class
201.09909,sakin
201.925,sakin
194.65613,sakin
180.37961,sakin
176.95216,sakin
26.166048,sakin
279.15512,sakin
105.50194,sakin
289.89597,sakin
164.52104,mutlu
243.89912,mutlu
388.48853,mutlu
490.2189,mutlu
252.59418,mutlu
150.08812,mutlu
215.56639,mutlu
110.2771,mutlu
205.4899,mutlu
91.42918,mutlu
912.04767,mutlu
176.3595,mutlu
375.98364,mutlu
181.99191,mutlu
614.2418,mutlu
263.13452,mutlu
401.6438,mutlu
319.1607,mutlu
323.52414,mutlu
189.31184,mutlu
483.46472,mutlu
451.29608,mutlu
214.25298,mutlu
312.28564,mutlu
191.82735,mutlu
279.1931,mutlu
353.14252,mutlu
636.18304,mutlu
379.1498,mutlu
155.18895,mutlu
327.7498,mutlu
194.49141,mutlu
210.32898,mutlu
158.42842,mutlu
1048.0377,mutlu
192.13986,mutlu
400.94986,mutlu
174.4804,mutlu
607.9648,mutlu
317.3076,mutlu
473.52808,mutlu
441.6135,mutlu
275.82462,mutlu
255.52664,mutlu
306.06448,mutlu
491.23553,mutlu
208.4019,mutlu
479.00113,mutlu
221.56056,mutlu
228.40314,mutlu
415.57697,mutlu
585.0278,mutlu
314.0401,mutlu
127.06517,mutlu
212.7459,mutlu
238.13742,mutlu
223.91927,mutlu
109.73562,mutlu
910.75134,mutlu
202.19609,mutlu
342.16995,mutlu
169.7306,mutlu
355.581,mutlu
260.40036,mutlu
430.4233,mutlu
545.45874,mutlu
226.6196,mutlu
125.88675,mutlu
269.80554,mutlu
626.6237,mutlu
231.56882,mutlu
372.91208,mutlu
187.31984,mutlu
242.72285,mutlu
400.24774,mutlu
389.49377,mutlu
398.65002,mutlu
289.93448,mutlu
256.29575,mutlu
238.13742,mutlu
270.01672,mutlu
192.73521,mutlu
996.55383,mutlu
233.9063,mutlu
455.9125,mutlu
236.84184,mutlu
410.9425,mutlu
333.9533,mutlu
446.06818,mutlu
498.21115,mutlu
266.4306,mutlu
205.19794,mutlu
201.03905,mutlu
551.28894,mutlu
239.53719,mutlu
360.38934,mutlu
331.4502,mutlu
383.15152,mutlu
1002.1498,mutlu
1632.9817,mutlu
873.8239,mutlu
252.27838,mutlu
1578.3789,mutlu
1095.3242,mutlu
705.3193,mutlu
1263.9583,mutlu
3918.346,mutlu
1084.1343,mutlu
1571.6578,mutlu
300.81802,mutlu
1408.054,mutlu
804.2586,mutlu
719.6773,mutlu
1169.7367,mutlu
2242.8936,mutlu
368.0998,mutlu
824.63354,mutlu
1187.7031,mutlu
900.0347,mutlu
961.5073,mutlu
677.696,mutlu
484.17923,mutlu
1018.9607,mutlu
2634.0925,mutlu
1037.1356,mutlu
567.26306,mutlu
1383.675,mutlu
1219.0896,mutlu
696.68835,mutlu
1085.8757,mutlu
3135.7202,mutlu
995.1832,mutlu
1481.0618,mutlu
715.18054,mutlu
1170.7771,mutlu
557.1678,mutlu
1119.3976,mutlu
2031.7599,mutlu
1742.694,mutlu
599.1966,mutlu
916.1701,mutlu
1121.2979,mutlu
872.63367,mutlu
1003.46356,mutlu
637.858,mutlu
721.3507,mutlu
717.42816,mutlu
2952.197,mutlu
934.38025,mutlu
507.86368,mutlu
1463.4471,mutlu
969.06165,mutlu
741.9335,mutlu
1307.3608,mutlu
4277.287,mutlu
1144.531,mutlu
774.77527,mutlu
703.4906,mutlu
1732.3688,mutlu
780.57697,mutlu
887.72894,mutlu
1163.602,mutlu
1590.9531,mutlu
984.5708,mutlu
1255.6334,mutlu
1062.4646,mutlu
886.7832,mutlu
939.3179,mutlu
727.37134,mutlu
675.8689,mutlu
835.0174,mutlu
1548.6798,mutlu
1495.6628,mutlu
457.9672,mutlu
1731.6805,mutlu
1428.1364,mutlu
619.4401,mutlu
887.1137,mutlu
4037.9006,mutlu
829.8939,mutlu
1708.594,mutlu
698.77466,mutlu
1516.734,mutlu
508.202,mutlu
717.52374,mutlu
1145.2234,mutlu
2447.7769,mutlu
450.51373,mutlu
1991.735,mutlu
1428.5161,mutlu
810.9198,mutlu
805.6422,mutlu
1183.0844,uzgun
134.84901,uzgun
174.73312,uzgun
135.11838,uzgun
129.88046,uzgun
37.9009,uzgun
58.635464,uzgun
86.61637,uzgun
108.79648,uzgun
18.015518,uzgun
276.51617,uzgun
102.03673,uzgun
310.4229,uzgun
119.68998,uzgun
96.6916,uzgun
268.11792,uzgun
182.4811,uzgun
312.32028,uzgun
287.42072,uzgun
88.34338,uzgun
45.949642,uzgun
204.25253,uzgun
165.48569,uzgun
163.6176,uzgun
119.710594,uzgun
117.08783,uzgun
189.18063,uzgun
143.20755,uzgun
402.9473,uzgun
40.840748,uzgun
63.922863,uzgun
93.683975,uzgun
91.24073,uzgun
18.282274,uzgun
245.78961,uzgun
101.14012,uzgun
308.3308,uzgun
103.546425,uzgun
132.7589,uzgun
181.48618,uzgun
164.29442,uzgun
350.9548,uzgun
256.8562,uzgun
67.776505,uzgun
21.488794,uzgun
199.09943,uzgun
208.4261,uzgun
194.17432,uzgun
91.834724,uzgun
102.854324,uzgun
202.20822,uzgun
245.89732,uzgun
447.87042,uzgun
39.3005,uzgun
114.20375,uzgun
97.824394,uzgun
85.945595,uzgun
32.637398,uzgun
329.69653,uzgun
123.69744,uzgun
203.62903,uzgun
108.907135,uzgun
106.41712,uzgun
234.85855,uzgun
191.35968,uzgun
257.60864,uzgun
184.70581,uzgun
93.61117,uzgun
32.741947,uzgun
240.01204,uzgun
212.24483,uzgun
244.9445,uzgun
156.92773,uzgun
127.77053,uzgun
186.25572,uzgun
228.66377,uzgun
406.38675,uzgun
51.88921,uzgun
91.89222,uzgun
252.8078,uzgun
86.24344,uzgun
23.12689,uzgun
280.3212,uzgun
142.21558,uzgun
263.54443,uzgun
112.06422,uzgun
143.31119,uzgun
218.90231,uzgun
178.31633,uzgun
364.82785,uzgun
239.26604,uzgun
111.29786,uzgun
32.149254,uzgun
246.96753,uzgun
255.61536,uzgun
266.74014,uzgun
124.93221,uzgun
184.64156,uzgun
160.02843,uzgun
725.07086,uzgun
780.1789,uzgun
66.01646,uzgun
749.13995,uzgun
225.97438,uzgun
207.61717,uzgun
64.600266,uzgun
754.78973,uzgun
325.4197,uzgun
889.871,uzgun
184.36589,uzgun
205.88203,uzgun
448.0679,uzgun
250.06999,uzgun
692.69806,uzgun
1030.963,uzgun
704.12506,uzgun
168.08313,uzgun
920.8711,uzgun
219.46573,uzgun
394.09924,uzgun
588.3656,uzgun
285.5309,uzgun
146.27623,uzgun
1118.4528,uzgun
960.1984,uzgun
47.676773,uzgun
76.23576,uzgun
259.64868,uzgun
223.21892,uzgun
57.419315,uzgun
420.74185,uzgun
558.314,uzgun
1178.5083,uzgun
131.23985,uzgun
120.3332,uzgun
470.30862,uzgun
215.0274,uzgun
530.8979,uzgun
1042.1053,uzgun
197.844,uzgun
1018.91565,uzgun
873.6784,uzgun
268.74057,uzgun
297.40524,uzgun
397.0291,uzgun
315.573,uzgun
228.25395,uzgun
1123.0779,uzgun
1886.7102,uzgun
66.7314,uzgun
601.60815,uzgun
420.74622,uzgun
205.75436,uzgun
85.20805,uzgun
308.87814,uzgun
507.94214,uzgun
946.1531,uzgun
149.5091,uzgun
270.83063,uzgun
330.2323,uzgun
343.7318,uzgun
598.0684,uzgun
1083.078,uzgun
213.93921,uzgun
132.6408,uzgun
674.98596,uzgun
275.37262,uzgun
265.27762,uzgun
436.7766,uzgun
390.0806,uzgun
191.12302,uzgun
1063.5206,uzgun
1274.491,uzgun
60.16202,uzgun
334.41016,uzgun
340.55377,uzgun
332.45618,uzgun
83.19013,uzgun
422.3841,uzgun
481.26648,uzgun
1529.8029,uzgun
106.03415,uzgun
409.92416,uzgun
382.1021,uzgun
370.4588,uzgun
508.60773,uzgun
911.66943,uzgun
373.8836,uzgun
857.21423,uzgun
642.4779,uzgun
310.52856,uzgun
366.70148,uzgun
207.93921,sinirli
535.8989,sinirli
404.067,sinirli
147.85211,sinirli
458.55692,sinirli
662.0673,sinirli
228.55988,sinirli
844.6404,sinirli
555.5363,sinirli
76.45307,sinirli
610.2647,sinirli
520.37683,sinirli
407.80554,sinirli
302.78305,sinirli
301.21237,sinirli
507.855,sinirli
789.7638,sinirli
146.52264,sinirli
556.654,sinirli
594.64624,sinirli
93.57089,sinirli
1847.8478,sinirli
299.1248,sinirli
689.6791,sinirli
962.0685,sinirli
620.3426,sinirli
428.98926,sinirli
573.6407,sinirli
584.2929,sinirli
579.3101,sinirli
267.62735,sinirli
1855.1744,sinirli
552.64276,sinirli
113.082146,sinirli
1206.9802,sinirli
316.67642,sinirli
438.1836,sinirli
417.5261,sinirli
408.2082,sinirli
806.5253,sinirli
947.0302,sinirli
262.71277,sinirli
475.70386,sinirli
460.3675,sinirli
428.46667,sinirli
1682.2103,sinirli
318.18832,sinirli
736.3815,sinirli
991.7308,sinirli
402.76987,sinirli
509.1475,sinirli
434.0266,sinirli
642.8582,sinirli
236.91275,sinirli
443.10367,sinirli
292.98856,sinirli
432.35178,sinirli
367.5189,sinirli
1005.1961,sinirli
680.4213,sinirli
286.13965,sinirli
424.94275,sinirli
516.3136,sinirli
642.8018,sinirli
750.7183,sinirli
490.60583,sinirli
704.62646,sinirli
262.05212,sinirli
248.30507,sinirli
2306.1177,sinirli
451.93698,sinirli
713.4024,sinirli
731.62244,sinirli
673.1627,sinirli
496.84866,sinirli
716.2102,sinirli
485.4268,sinirli
409.0013,sinirli
515.66223,sinirli
717.22986,sinirli
545.86237,sinirli
232.27017,sinirli
1065.3215,sinirli
672.0392,sinirli
342.38736,sinirli
496.73315,sinirli
561.3854,sinirli
973.93134,sinirli
1137.9962,sinirli
279.00583,sinirli
556.2272,sinirli
568.15845,sinirli
574.4721,sinirli
2085.6064,sinirli
563.23035,sinirli
722.6713,sinirli
1233.0295,sinirli
3621.308,sinirli
1527.0936,sinirli
4029.2224,sinirli
2206.37,sinirli
2174.422,sinirli
4695.4727,sinirli
1324.0643,sinirli
1482.253,sinirli
3556.8972,sinirli
3549.168,sinirli
1360.2306,sinirli
1383.3954,sinirli
3239.9375,sinirli
3299.217,sinirli
1147.4266,sinirli
1581.4877,sinirli
1387.9519,sinirli
3226.807,sinirli
2426.6238,sinirli
1332.1559,sinirli
4389.611,sinirli
1197.5687,sinirli
2052.6333,sinirli
2265.1416,sinirli
2361.5603,sinirli
1213.3496,sinirli
3664.0679,sinirli
1726.9603,sinirli
2060.137,sinirli
4399.6084,sinirli
2931.9678,sinirli
3035.289,sinirli
2818.968,sinirli
4371.1064,sinirli
3432.9863,sinirli
3034.304,sinirli
1980.1007,sinirli
2383.9453,sinirli
1538.3215,sinirli
2149.872,sinirli
2747.6265,sinirli
4306.755,sinirli
5389.696,sinirli
3828.0305,sinirli
4154.34,sinirli
1175.7118,sinirli
1927.1307,sinirli
1700.0718,sinirli
2241.4834,sinirli
3021.1072,sinirli
3328.276,sinirli
2318.687,sinirli
3360.8918,sinirli
4283.3135,sinirli
4208.723,sinirli
1329.5293,sinirli
4568.5137,sinirli
3545.8228,sinirli
3233.302,sinirli
1372.5739,sinirli
2475.4998,sinirli
3266.1182,sinirli
869.66815,sinirli
2367.2476,sinirli
1749.0033,sinirli
3849.892,sinirli
6151.3784,sinirli
4538.497,sinirli
3183.29,sinirli
2244.1843,sinirli
2329.9692,sinirli
1176.7382,sinirli
6726.217,sinirli
2670.6035,sinirli
4844.2505,sinirli
1650.0066,sinirli
3684.5967,sinirli
4014.403,sinirli
4072.9539,sinirli
1393.3403,sinirli
3866.4326,sinirli
4037.857,sinirli
3856.7185,sinirli
2446.3936,sinirli
6421.9316,sinirli
2376.6272,sinirli
1668.7859,sinirli
1920.323,sinirli
1900.4015,sinirli
4672.3413,sinirli
2556.355,sinirli
948.1322,sinirli
3756.133,sinirli
2166.3403,sinirli
2054.424,sinirli
1640.8474,korkulu
369.06406,korkulu
457.21622,korkulu
234.5096,korkulu
448.05948,korkulu
156.50562,korkulu
138.86316,korkulu
205.73253,korkulu
571.9571,korkulu
24.567293,korkulu
591.60364,korkulu
187.16971,korkulu
563.87946,korkulu
150.309,korkulu
79.03738,korkulu
342.86172,korkulu
487.7231,korkulu
543.6008,korkulu
490.24533,korkulu
283.92032,korkulu
91.403,korkulu
418.94147,korkulu
373.1192,korkulu
303.78226,korkulu
876.7348,korkulu
347.68967,korkulu
483.85196,korkulu
437.59912,korkulu
533.2939,korkulu
146.69801,korkulu
132.92241,korkulu
256.2958,korkulu
629.00165,korkulu
35.980198,korkulu
276.52966,korkulu
274.7652,korkulu
509.98804,korkulu
107.5394,korkulu
104.546585,korkulu
362.3255,korkulu
333.55112,korkulu
753.32086,korkulu
415.04297,korkulu
206.68343,korkulu
134.26152,korkulu
432.84448,korkulu
426.41245,korkulu
168.11479,korkulu
734.82996,korkulu
289.75928,korkulu
532.0134,korkulu
492.92545,korkulu
604.23334,korkulu
107.36496,korkulu
202.03491,korkulu
244.22954,korkulu
679.8095,korkulu
41.33327,korkulu
470.78754,korkulu
338.2405,korkulu
334.0879,korkulu
223.03348,korkulu
129.05789,korkulu
359.92566,korkulu
395.58505,korkulu
863.50574,korkulu
352.16437,korkulu
256.10995,korkulu
81.375946,korkulu
450.17172,korkulu
436.59677,korkulu
224.33017,korkulu
806.38135,korkulu
287.5653,korkulu
559.5258,korkulu
376.92075,korkulu
571.4001,korkulu
231.49641,korkulu
185.90948,korkulu
218.9461,korkulu
513.4525,korkulu
36.838467,korkulu
440.34534,korkulu
334.5485,korkulu
383.32465,korkulu
237.72728,korkulu
176.81949,korkulu
337.18353,korkulu
532.15894,korkulu
2097.6865,korkulu
426.20532,korkulu
222.23825,korkulu
56.99742,korkulu
508.72327,korkulu
411.338,korkulu
204.42743,korkulu
712.8517,korkulu
1357.1016,korkulu
820.8672,korkulu
1400.9452,korkulu
1536.1526,korkulu
1084.0243,korkulu
3546.9229,korkulu
1102.7751,korkulu
1457.102,korkulu
191.815,korkulu
1445.3947,korkulu
1033.9923,korkulu
2052.0151,korkulu
177.87712,korkulu
1809.749,korkulu
840.3119,korkulu
1828.4963,korkulu
2858.711,korkulu
1051.5347,korkulu
898.5818,korkulu
3370.7424,korkulu
1017.03503,korkulu
863.0068,korkulu
672.5659,korkulu
2183.7502,korkulu
1592.1891,korkulu
1017.7587,korkulu
2860.9175,korkulu
1406.5967,korkulu
1163.7946,korkulu
3258.7744,korkulu
755.72095,korkulu
1692.2223,korkulu
79.44942,korkulu
1332.7257,korkulu
1272.1365,korkulu
2619.3042,korkulu
904.9745,korkulu
1671.133,korkulu
1293.8945,korkulu
2501.1543,korkulu
1964.8667,korkulu
1553.0839,korkulu
2435.325,korkulu
3485.0444,korkulu
984.78986,korkulu
811.8453,korkulu
624.9279,korkulu
1217.9708,korkulu
2472.7087,korkulu
1113.8502,korkulu
1511.9089,korkulu
1937.9891,korkulu
1020.40454,korkulu
2354.4404,korkulu
1598.1858,korkulu
1568.3674,korkulu
415.0502,korkulu
1748.8164,korkulu
1367.2921,korkulu
1831.26,korkulu
796.9724,korkulu
921.0199,korkulu
658.6391,korkulu
2078.9478,korkulu
1939.498,korkulu
786.7443,korkulu
1251.1,korkulu
4335.337,korkulu
1054.0596,korkulu
994.14343,korkulu
1013.2282,korkulu
1946.3171,korkulu
1643.789,korkulu
969.3824,korkulu
2072.8218,korkulu
1876.8898,korkulu
985.3804,korkulu
4840.818,korkulu
1712.3702,korkulu
2119.4607,korkulu
536.6349,korkulu
888.6165,korkulu
1551.1049,korkulu
2162.2434,korkulu
204.72879,korkulu
1110.083,korkulu
1030.563,korkulu
2233.1758,korkulu
2060.857,korkulu
1191.5582,korkulu
1894.6501,korkulu
3995.3098,korkulu
951.0062,korkulu
1111.5414,korkulu
749.879,korkulu
2832.4878,igrenmis
168.55106,igrenmis
193.16563,igrenmis
324.85052,igrenmis
328.1451,igrenmis
63.624817,igrenmis
65.90768,igrenmis
119.0743,igrenmis
157.4881,igrenmis
44.609978,igrenmis
379.54178,igrenmis
247.1682,igrenmis
244.34213,igrenmis
85.69613,igrenmis
281.1661,igrenmis
315.69638,igrenmis
267.45813,igrenmis
307.94998,igrenmis
327.58417,igrenmis
223.03821,igrenmis
221.5371,igrenmis
501.58868,igrenmis
278.78107,igrenmis
213.92998,igrenmis
374.56644,igrenmis
199.71118,igrenmis
174.53374,igrenmis
231.82248,igrenmis
377.08032,igrenmis
98.6246,igrenmis
59.195488,igrenmis
137.87799,igrenmis
127.539986,igrenmis
45.486126,igrenmis
467.85107,igrenmis
322.17334,igrenmis
285.52524,igrenmis
86.98524,igrenmis
202.00464,igrenmis
225.24094,igrenmis
311.77835,igrenmis
386.81323,igrenmis
507.74924,igrenmis
245.06421,igrenmis
93.67657,igrenmis
553.25195,igrenmis
261.3174,igrenmis
186.80608,igrenmis
393.27213,igrenmis
188.0832,igrenmis
315.76953,igrenmis
218.64279,igrenmis
517.7221,igrenmis
95.86806,igrenmis
78.58316,igrenmis
94.98598,igrenmis
213.2249,igrenmis
53.122665,igrenmis
392.83612,igrenmis
258.74875,igrenmis
234.98256,igrenmis
104.82326,igrenmis
208.99184,igrenmis
310.81918,igrenmis
294.7311,igrenmis
362.10602,igrenmis
441.11142,igrenmis
228.38841,igrenmis
125.28758,igrenmis
522.0705,igrenmis
318.94,igrenmis
164.71797,igrenmis
400.20038,igrenmis
191.0255,igrenmis
303.35864,igrenmis
395.57556,igrenmis
565.88654,igrenmis
151.13449,igrenmis
78.97581,igrenmis
164.77737,igrenmis
203.02895,igrenmis
77.34284,igrenmis
659.6935,igrenmis
349.1022,igrenmis
242.92715,igrenmis
112.51675,igrenmis
469.53928,igrenmis
525.5612,igrenmis
411.11234,igrenmis
251.42989,igrenmis
595.6904,igrenmis
296.4438,igrenmis
133.17511,igrenmis
494.6912,igrenmis
358.95178,igrenmis
200.04984,igrenmis
459.26636,igrenmis
842.8164,igrenmis
387.0202,igrenmis
285.8837,igrenmis
1036.2786,igrenmis
132.0832,igrenmis
488.37842,igrenmis
582.5851,igrenmis
305.89752,igrenmis
87.59806,igrenmis
1583.4745,igrenmis
429.32935,igrenmis
465.1332,igrenmis
192.19803,igrenmis
579.6721,igrenmis
497.29117,igrenmis
329.2493,igrenmis
680.8729,igrenmis
1222.4275,igrenmis
570.62524,igrenmis
226.34123,igrenmis
367.11563,igrenmis
441.5877,igrenmis
499.2929,igrenmis
190.50888,igrenmis
845.2484,igrenmis
396.0241,igrenmis
308.19797,igrenmis
814.6521,igrenmis
269.79092,igrenmis
221.93066,igrenmis
372.05893,igrenmis
188.73047,igrenmis
96.313644,igrenmis
1907.2286,igrenmis
402.6859,igrenmis
905.4127,igrenmis
278.56296,igrenmis
245.91583,igrenmis
347.35117,igrenmis
401.3689,igrenmis
568.98645,igrenmis
1190.3347,igrenmis
970.1757,igrenmis
371.52405,igrenmis
386.49084,igrenmis
473.5984,igrenmis
432.4574,igrenmis
907.9201,igrenmis
794.82336,igrenmis
546.12823,igrenmis
519.4315,igrenmis
632.50354,igrenmis
360.7083,igrenmis
345.04187,igrenmis
358.63455,igrenmis
233.07559,igrenmis
154.42178,igrenmis
1461.5703,igrenmis
414.58826,igrenmis
886.5802,igrenmis
117.65597,igrenmis
242.94174,igrenmis
553.0267,igrenmis
603.1946,igrenmis
594.9473,igrenmis
1183.3768,igrenmis
1926.1139,igrenmis
650.4194,igrenmis
505.44598,igrenmis
549.37634,igrenmis
536.29517,igrenmis
924.75946,igrenmis
844.99255,igrenmis
503.33218,igrenmis
901.1206,igrenmis
843.7979,igrenmis
199.38177,igrenmis
249.31413,igrenmis
506.33655,igrenmis
345.024,igrenmis
169.69693,igrenmis
2354.9038,igrenmis
504.95648,igrenmis
853.2767,igrenmis
166.30684,igrenmis
532.42474,igrenmis
507.1344,igrenmis
713.76355,igrenmis
663.8887,igrenmis
1456.6934,igrenmis
1559.5911,igrenmis
524.2182,igrenmis
440.01846,igrenmis
615.9034,igrenmis
490.924,igrenmis
916.9235,saskin
172.09616,saskin
399.4191,saskin
355.80612,saskin
326.23206,saskin
224.1205,saskin
94.884735,saskin
221.71161,saskin
223.29616,saskin
44.19332,saskin
528.9325,saskin
170.37091,saskin
287.30573,saskin
384.07504,saskin
116.079735,saskin
392.07663,saskin
336.88336,saskin
487.1507,saskin
208.02466,saskin
195.6843,saskin
199.60287,saskin
614.9476,saskin
409.47797,saskin
594.3331,saskin
128.50865,saskin
162.55318,saskin
313.33508,saskin
414.6102,saskin
468.62793,saskin
273.35086,saskin
119.81346,saskin
268.2111,saskin
277.6989,saskin
49.299686,saskin
495.66827,saskin
256.54468,saskin
337.81802,saskin
158.66743,saskin
130.5359,saskin
331.98602,saskin
494.3547,saskin
569.7057,saskin
207.08827,saskin
177.62111,saskin
381.20926,saskin
554.85175,saskin
472.66928,saskin
544.7729,saskin
441.13135,saskin
202.49725,saskin
393.1478,saskin
311.27594,saskin
602.41437,saskin
180.41219,saskin
137.41849,saskin
236.64279,saskin
426.62607,saskin
81.571785,saskin
1210.2693,saskin
455.40637,saskin
353.46902,saskin
160.60808,saskin
137.14589,saskin
321.57312,saskin
576.3675,saskin
380.63632,saskin
319.8529,saskin
187.52876,saskin
128.92902,saskin
597.9875,saskin
444.47794,saskin
708.3865,saskin
356.67038,saskin
215.07411,saskin
413.93988,saskin
563.0325,saskin
601.4267,saskin
333.8153,saskin
132.53099,saskin
258.46564,saskin
309.93405,saskin
75.04749,saskin
604.896,saskin
356.90396,saskin
409.50052,saskin
167.17734,saskin
168.45972,saskin
307.4143,saskin
876.3516,saskin
450.0172,saskin
199.50931,saskin
90.553696,saskin
173.89522,saskin
744.45844,saskin
608.7145,saskin
743.6741,saskin
432.46152,saskin
394.43823,saskin
535.4811,saskin
708.618,saskin
1175.5835,saskin
296.96655,saskin
114.148926,saskin
804.9164,saskin
438.7636,saskin
136.38763,saskin
1300.5808,saskin
351.2441,saskin
515.4413,saskin
293.9103,saskin
217.67201,saskin
835.94476,saskin
512.5268,saskin
796.7004,saskin
321.17386,saskin
447.72238,saskin
778.6133,saskin
855.21924,saskin
491.21918,saskin
822.0119,saskin
746.37177,saskin
531.5283,saskin
527.26056,saskin
985.15936,saskin
1002.44684,saskin
436.81064,saskin
400.84732,saskin
342.29657,saskin
485.86908,saskin
92.84568,saskin
1480.3562,saskin
611.41675,saskin
665.6219,saskin
201.97478,saskin
457.95587,saskin
454.86932,saskin
702.9308,saskin
896.0869,saskin
375.54892,saskin
500.35452,saskin
193.28497,saskin
844.71295,saskin
665.4387,saskin
889.72034,saskin
664.79736,saskin
414.0237,saskin
751.9155,saskin
971.7053,saskin
1125.555,saskin
438.50476,saskin
405.4464,saskin
689.5517,saskin
643.9173,saskin
96.32264,saskin
2170.4446,saskin
584.9756,saskin
619.8702,saskin
418.96918,saskin
312.09903,saskin
291.0331,saskin
