a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,Class
-629.256671140954,53.92705872771917,-8.43337365537048,5.9231217985085705,11.689083908081713,-8.133272038619273,-1.9735878278131969,-4.048816442295617,-10.985794166090459,-5.004029161336868,0.05582541112128098,-3.814082533926062,-2.956519389407839,dogal
-682.572414787045,44.485731976984724,-7.4326448608734985,4.362888190661839,-8.986205719224339,-4.894688402369311,-12.319106218676623,-11.55159277085808,-6.545061528598268,-5.099197639969725,-7.192929725468983,-0.2084323994494255,-7.288022033903902,dogal
-685.2378706600845,56.23669813634965,2.453111929828646,13.566655548715113,6.7019484638910924,3.3414935139105633,-1.89505270826674,-6.673817011641512,-10.671633473604494,-2.9463199153178654,0.8956436650811594,-1.2036001150294977,0.24656910148048727,dogal
-638.2064968874803,46.86324236187167,-10.208138706546746,5.2521959733286,-6.740144942281276,-4.729085996999576,-6.611047623042155,-10.276888473663613,-6.405197293442924,-2.9118535054635926,-5.977234686427973,-2.958292637942649,-8.823289183450767,dogal
-615.5171654052891,56.38895045459985,2.711850642697641,12.265268839887467,6.276397596281318,1.4607928445143876,-15.863607292692913,-7.498173886366673,-6.120606381944637,-8.508150883879086,-2.5905828149931365,-2.572305348862479,-4.113955395827987,dogal
-726.9542129249353,46.99237418643317,-3.566208230993331,2.520461563129945,-6.290280184707707,-4.330653215872343,-8.994644181331203,-13.757738482769435,-9.508191661045522,-5.347775110383183,-5.369057014655695,-8.210090671776165,-6.520648463033641,dogal
-719.42216780963,69.52221719143962,8.662633005001927,17.700048177350375,9.184798635785631,1.571052960022821,3.1113027777436804,-6.598116553823069,-2.642533041729748,3.8066095895618934,1.5673943749537487,4.422721219853312,0.3942966807905325,dogal
-710.6496603847788,53.5089077319687,-15.19577702763459,8.797285163016396,-0.5574869876809981,-10.392540165891724,-11.90776451797495,-10.517220815184139,-6.500004698987389,0.5273656175756997,-8.73116759020345,-2.213205731721662,-5.888864922010875,dogal
-647.6927113164024,73.2813788893478,12.34746314932451,16.996791282824955,8.461551348506367,-0.3494970811902266,-7.473400930391879,-6.795333669221417,4.167330040496637,-5.40192703326146,-1.9865306907431293,1.6479450497300843,1.6304558447705064,dogal
-674.9273471024958,64.99500183950293,8.490469007090201,20.95948902124862,5.5015149719473655,4.365235846998478,3.323592481444709,-6.85431247461556,-1.492281944493014,0.10377783078006153,1.7292844930585656,-1.6867071206955857,1.6094275311039183,dogal
-760.4801773722859,71.5945672810886,12.7921915675576,21.497546230199077,11.446602711756025,4.391258821369684,0.9665114520439795,-3.261022216648691,-0.23578497617427355,2.190998968047287,-5.316168755164877,3.687659125485555,0.04174043157267456,dogal
-598.9247186844734,52.08633514907722,10.36525211090347,13.909922634735478,5.058235588479413,0.5119876578454465,-4.872874285776608,-8.10435820689331,-3.6878064310191974,0.6969802708985486,-5.025358742481981,-3.2676662150597187,-0.19122577145147385,dogal
-701.1122080623952,66.44378024759808,27.544177306837753,24.924663908958106,14.447608527034163,8.623373699773598,5.410192893281473,2.4534408509364174,-1.2155989709147428,3.881454060828987,5.666245679171396,1.2757522612091725,-0.7213204038104263,dogal
-676.5432304932443,52.895743987539,4.698175991290175,6.535789380941974,4.016393813265788,-2.203967392823782,-2.781928679239722,-10.586039864224388,-4.5992116308397835,-0.07941428219279377,-8.16288867942853,-2.2970972296315306,-7.156837391045812,dogal
-706.1139197443791,56.095338604717504,-1.7632780113131516,11.46972768705136,6.597623539135254,3.3288161244422163,-3.277265887153002,-4.371946585096471,-8.318930309927364,2.3818458916786223,1.8657218355305187,-3.5808892963321264,4.894717619580196,dogal
-730.6749346395441,44.721811131285264,3.0830286081049256,7.163062886050824,-9.467578255255997,-2.0789988351515722,-7.826027844910945,-9.398846134004696,-2.8612235532083705,-4.2419502777625,-3.608746133374559,-4.971830870247619,-3.38894468875091,dogal
-634.7094600890589,70.93281207941202,2.774921558186124,14.835036515372035,10.859741107051375,-0.2574950904592712,3.952598719464092,-1.2541361392552666,-3.1980295125292626,1.1326328604345333,-0.8197773867184588,2.510703384567117,1.1032828070053373,dogal
-636.3804387486069,44.8737036203826,4.7414755947980325,9.04725380961977,-0.41098665507043425,-9.265478934877287,-11.94322967752263,-7.180994806335108,-5.072255961566709,-3.732562303408713,-6.427583124448726,-1.2293530944881876,-5.776575791830395,dogal
-626.3904781459721,69.11022932011727,5.797395633808345,16.913946519162472,12.258088810519792,6.532312756433492,11.836065531416388,-5.41780699333161,-6.9831011656687725,6.461114674489358,-0.21756230239202826,0.9080447467146374,5.4540068927832905,dogal
-761.9209076870972,58.22478639244934,4.915978938850574,6.32215551622883,-3.059400296270681,-2.0550076119843803,-3.4259869470423494,-13.270427875761373,-8.339644203401091,0.31947242901099293,-2.547471270843198,-4.085199414390338,-3.5639177864375733,dogal
-705.0338360334471,63.129866579048446,11.277290847849493,22.141607766930925,7.301078185592862,9.670702087748742,-0.5924742839568595,-6.066270515832149,-8.362763164000322,1.7399253759352524,0.6847330133260147,-3.689322641235373,4.605137080814544,dogal
-709.6598332881459,32.98358290011458,-5.677418191033567,6.913340139650978,-5.998706934645076,-7.678254340799662,-8.268772031021316,-12.127503666325833,-4.240278647291073,-4.409918756717856,-4.303076144618904,-5.236029490121643,-4.883428652651913,dogal
-611.7556039633781,67.97781590646099,3.1218094716620737,13.146458926973382,10.355463088258784,-0.3709488026831684,0.21837676255674723,-7.051205488055684,-9.23659218787869,0.827084513654766,-0.6979870898281179,-2.262971707625882,-1.0472942445925764,dogal
-681.6784593964834,47.88868459341781,1.7026817648004515,5.420253109062433,4.618199423857066,-0.008078379492429512,-5.109298795623247,-11.875529433650822,-11.439295760673131,0.5674041935568684,-1.871218258278528,-7.073053914266195,-1.5855528921279307,dogal
-624.2302914208652,61.398398501217365,-4.12491468347915,6.585017479770272,13.25823124037671,-7.242146079041054,-2.661181493091673,-4.9837866130723905,-11.275796021643643,-4.075978676390699,-0.4454286401326652,-4.165365173825793,-2.804556880540787,dogal
-678.6483317013133,39.81550479884564,-5.39158252039303,4.279757939644238,-8.603667509957953,-5.2684613906007804,-15.656287026800161,-12.060992972884025,-8.368762522239917,-5.844384110711561,-9.000334928243642,-1.33723594464842,-4.90078635339079,dogal
-727.3179445430688,62.76439726054521,2.7512753780925943,15.47325684585451,7.76311591590699,2.330714298967476,-3.6416820223944453,-3.367343648105783,-10.113077536846424,-4.470084815307802,0.6398947268835948,-2.7456565463783735,0.1982189423697007,sakin
-663.4850038005382,52.51666088493364,-3.9291501093905206,12.22996619708927,-5.046353810698656,-1.3994016313226458,-3.7846678884030176,-7.192800325872073,-3.3398382746362008,-1.7999014084834908,-3.546908177028389,-3.92107024277173,-4.86467087671611,sakin
-635.4177059410981,64.55569973796327,6.15741500694672,12.332961325056214,6.581568363640273,0.6581056727513008,-12.084270883163022,-3.2641839623358795,-2.154647012236138,-5.896579183609691,3.4398869621109585,-4.597625363530147,-3.209306820454916,sakin
-660.5987616378299,52.054735853453465,-11.07776111804635,4.149678943774416,-10.755197249898798,-7.036230916390875,-9.96605921285854,-14.254498674952417,-11.315833793254122,-4.426160788788327,-4.483783402309031,-8.675080367135266,-5.020707144033339,sakin
-732.5409220015855,74.75350610545091,9.648651873695211,20.63631220660071,5.581046250199958,2.1539040238809166,-0.8847389522300861,0.1293044008096757,1.146785031875111,3.442929077895451,3.1154025687224127,4.092682207195478,-1.6989733003933032,sakin
-727.8029769587318,47.488669414755066,-3.987313023154319,10.277246022699922,4.43027727444135,-8.593875463969253,-17.044669340903038,-7.9518413979634515,-3.1893180834715817,-0.2248019268650143,-6.7458843721729655,-5.452943706551007,-7.141913972609059,sakin
-692.7312230983739,78.15538374076425,7.018135704822976,13.307578613558825,14.056105828893639,-1.8559206318094288,-4.972491065567663,-6.311231538900207,2.930469764516955,-1.6667072061065886,-3.2655311827321074,2.989658356087469,2.4833360222716094,sakin
-707.1355934470344,72.36667831198993,12.764621300571244,22.146839136884886,8.806736018243079,3.912219810926202,5.380727946920063,-6.596643057549931,-0.8047182214983889,-1.2625657856838508,1.1022686935869679,-4.8786448969202345,-0.200035134074447,sakin
-761.0513954255281,71.27443167333097,14.134602128568453,20.298008098403386,16.195508325021258,6.745505015854304,-3.7086591559157913,-1.697591093302749,3.1984692848693745,2.4401611739156106,-4.238423834011051,4.546635909285076,-0.919636348089504,sakin
-531.6453770744569,57.57132731927968,-9.548340520194506,16.837721202753407,-3.0944044285885575,-9.777914880762488,-7.701977519138293,-18.244219195625753,-9.32612127754917,-4.9086276472190535,5.0612798919602975,-5.592505424199233,-2.787851167862912,sakin
-737.6590971559696,63.042483598274,23.610912666250726,23.657608318202712,15.958951146639217,13.406633596515585,9.117335679479615,5.689676914689512,0.09563223366849552,6.437157431073648,6.202231991908035,3.101884079975447,-2.0066896008911663,sakin
-660.1943748003205,57.6999049633705,-0.5793474901977296,8.038590155727109,2.0590354080774036,-3.4972105606072783,-0.9787703205746496,-7.272960120440042,-7.556870876994453,-3.542832332197162,-7.191085281731325,-0.9566362316859087,-8.571841845382854,sakin
-728.2551339745974,81.96697172771425,7.628012017477784,17.332474082461346,13.236678558507057,5.566477410027769,-1.0984474364141588,-3.8930881618622166,-4.259403440405701,1.8661718743242253,-0.8405583063872991,-2.181028477203346,8.28794635671065,sakin
-715.2365755695419,38.704498197637875,0.23988938616448716,6.696900578357229,-7.248487933950893,-8.937007448761028,-9.052222700515948,-8.342750979173324,-5.296895239934478,-5.974115652673407,-4.4810633918716345,-6.677286949871883,-5.846984634659619,sakin
-655.956837748416,80.47684025101219,5.321135842199649,15.202771604652611,10.294385036795438,1.08993798794649,1.547229275931533,3.1692544900072313,-0.014403259099126913,-0.13632490188704544,1.3787737938321032,4.653895893353543,-1.777056582675331,sakin
-708.3595276495041,56.555613431276186,3.1098165437172898,8.361753967435437,-0.9810505404888662,-6.125074017942007,-11.833995643694163,-4.193064382134036,-3.13295943992874,-2.506271172787379,-9.125288549939734,-3.1084461789132214,-3.3690824975457296,sakin
-647.2586996497208,63.81266791757383,5.77179090597545,15.347301478875181,12.688307291938031,8.513532769838534,5.978041759956646,-2.404550707483945,-2.4682921338584327,4.333477435752064,0.4205372841531133,0.2604997372615719,5.387811819525817,sakin
-689.5880472810669,46.005787012729485,2.9792376313385787,9.38573229226022,-0.7673244715511087,-4.873398734470316,-1.1478984434874904,-12.330142433221086,-6.486802165414449,-3.474210405152552,-3.9521150122386732,-4.880184113397053,-4.600648721401657,sakin
-758.8039689906022,67.60319540532984,25.756127770547497,25.508380751937423,12.367515366723458,17.06872078627688,0.27865981394643646,1.7417905751782814,-0.6511414173331083,3.088211574103932,3.432895305369845,0.1711525155012604,0.06853078790990044,sakin
-791.1830781480696,35.558339223123795,-6.65508713068426,11.706778523210366,-4.255474374957442,-7.22571616150807,-9.490300934966696,-10.712251085672055,-5.216912511840504,-4.6579766475578435,-3.5651606160401106,-6.936545747075696,-3.52917089718834,sakin
-635.7774996410565,78.45759567186761,10.107544326696823,17.2893836515122,11.987719586420189,-0.7561240208011116,1.9848206096412733,-5.416731032693102,-5.658000554700209,1.1536253260220801,2.433179039188034,-0.9915919449845517,0.46447954450743056,sakin
